Index,Year,Title,Authors,PPD,Sediment,Water,Biological,Sediment_Concentration,Water_Concentration,Biological_Concentration,Abstract
284,N/A,"</b>
Facile synthesis of indolizines using layered double
hydroxides@poly(&lt;i&gt;p&lt;/i&gt;-phenylenediamine) as a catalyst with a green
tool (neat technology)</td>
</tr>

<tr>
<td>
<b>","</b> Karamshahi, Z ; Ghorbani-Vaghei, R </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,"</b> the three-component reaction of phenacyl bromide, dimethyl acetylenedicarboxylate and pyridine is catalyzed by layered double hydroxides@poly(p-phenylenediamine) (ldhs@pppda), in a one-pot reaction, in order to give the corresponding indolizines in excellent yields.</td> </tr> <tr> <td> <b>"
285,N/A,"</b>
Localization of arbutin in Pyrus by means of alkaline
p-phenylenediamine.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
286,N/A,"</b>
Impact of co/cross-reactants on available alternative hair dyes in
p-phenylenediamine allergic patients</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,</b> <value>p8496</value> </td> </tr> <tr> <td> <b>supplement:</b> <value>1</value> </td> </tr> <tr> <td> <b>document type:</b> meeting abstract</td> </tr> <tr> <td> <b>published:</b> <value>may 2014</value> </td> </tr> <tr> <td> <b>
287,N/A,"</b>
Effects of guanidine inhibitors on mung bean mitochondria.</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,"</b> the effects of phenylethylbiguanidide, decamethylenediguanidide, and octylguanidine have been studied with mung bean hypocotyl mitochondria (phaseolus aureus var. jumbo) supplied with malate, reduced nicotinamide adenine dinucleotide, succinate, or ascorbate-tetramethyl-p-phenylenediamine as su..."
288,N/A,"</b>
Inhibition of NO emission by adding antioxidant mixture in
&lt;i&gt;Jatropha&lt;/i&gt; biodiesel on the performance and emission
characteristics of a C.I. engine</td>
</tr>

<tr>
<td>
<b>","</b> Prabu, A ; Anand, RB </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,1,0,0,0,"</b> in this paper, the effect of adding an antioxidant mixture in jatropha biodiesel as fuel, in a single cylinder, direct injection compression ignition engine was experimentally investigated and the level of pollutants in the exhaust and performance characteristics of the engine were analyzed. ni..."
289,N/A,"</b>
Intramolecular proton transfer reactions in internally hydrogen-bonded
Schiff bases: ab initio and semiempirical study</td>
</tr>

<tr>
<td>
<b>","</b> Enchev, V ; Ugrinov, A ; Neykov, GD </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,"</b> the barrier heights of the ground state proton transfer reactions in a series of substituted salicylaldehyde anils and two symmetric schiff bases, n,n'-bis(salicylidene)-p-phenylenediamine and n,n-l-bis(2-hydroxy-1-naphthylmethylene)-p-phenylenediamine, were calculated using ab initio (4-31g an..."
290,N/A,"</b>
Spontaneous resolution in a halogen bonded supramolecular architecture</td>
</tr>

<tr>
<td>
<b>","</b> Neukirch, H ; Guido, E ; Liantonio, R ; Metrangolo, P ; Pilati, T ; Resnati, G </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> the halogen bonding driven self-assembly of 1,8-diiodoperfluorooctane and n,n, n', n'-tetramethyl-p-phenylenediamine induces the formation of a chiral and enantiopure co-crystal wherein the fluorinated chains adopt an unusual gauche arrangement.</td> </tr> <tr> <td> <b>"
291,N/A,"</b>
Standardization of ceruloplasmin activity in terms of International
Enzyme Units. Oxidative formation of ""Bandrowski's base"" from
p-phenylenediamine by ceruloplasmin.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
292,N/A,"</b>
The use of DPPD (N,N'-diphenyl-P-phenylenediamine) as an
anti-inflammatory agent.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
293,N/A,"</b>
Substituent effects on the electrochemical and spectral characteristics
of
&lt;i&gt;N&lt;/i&gt;,&lt;i&gt;N&lt;/i&gt;,&lt;i&gt;N&lt;/i&gt;&prime;,&lt;i&gt;N&lt;/i&gt;&prime;-tetraaryl-&lt;i&gt;p&lt;/i&gt;-phenylenediamin
e derivatives</td>
</tr>

<tr>
<td>
<b>","</b> Chiu, KY ; Su, TH ; Huang, CW ; Liou, GS ; Cheng, SH </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> mixed-valence compounds of n,n,n,n'-tetraaryl-p-phenylenediamine derivatives (pds) with various electron-donating and -withdrawing substituents have been synthesized and their electrochemical and spectral characteristics have been investigated. according to the molecular symmetry, pds are group..."
294,N/A,"</b>
Effect of Cu(II) on the electrochemically initiated reaction of thiols
with &lt;i&gt;N&lt;/i&gt;,&lt;i&gt;N&lt;/i&gt;-diethyl-&lt;i&gt;p&lt;/i&gt;-phenylenediamine:: methodology
for the indirect voltammetric determination of Cu(II)</td>
</tr>

<tr>
<td>
<b>","</b> Kershaw, JA ; Nekrassova, O ; Banks, CE ; Lawrence, NS ; Compton, RG </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,1,0,0,0,"</b> the effect of cu(ii) on the determination of homocysteine via its electrochemically initiated reaction with n,n-diethyl-p-phenylenediamine is examined. the presence of copper inhibited the detection process for homocysteine owing to a complexation reaction occurring. this provided an indirect r..."
295,N/A,"</b>
On the dehydrogenation of &lt;i&gt;N,N&prime;&prime;-&lt;/i&gt;substituted
&lt;i&gt;p&lt;/i&gt;-phenylenediamine antioxidants II.:
&lt;i&gt;N&lt;/i&gt;-Phenyl-&lt;i&gt;N&lt;/i&gt;&prime;-(α-methylbenzyl)-&lt;i&gt;p&lt;/i&gt;-phenylenediamine
(SPPD)</td>
</tr>

<tr>
<td>
<b>","</b> Gatial, A ; Polovkov&aacute;, J ; Kortisov&aacute;, I ; Breza, M </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,"</b> using b3lyp/6-31g* treatment, the optimal geometries, electronic structures and ir spectra of n-phenyl-iv-(u-methylbenzyl)-p-phenylenediamine antioxidant (sppd) and of its double dehydrogenated oxidation products have been obtained. experimental ir spectra of sppd sample heated on air at 140 de..."
296,N/A,"</b>
Experimental reduction of NO&lt;sub&gt;x&lt;/sub&gt; and HC emissions in a CI engine
fuelled with methyl ester of neem oil using p-phenylenediamine
antioxidant</td>
</tr>

<tr>
<td>
<b>","</b> Balaji, G ; Cheralathan, M </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,1,0,0,0,"</b> biodiesel, a renewable substitute to conventional diesel and offers cleaner combustion including reduced particulate matter, carbon monoxide and unburned hydrocarbon emissions. however, several studies point to increase in no emissions for biodiesel fuel compared with conventional diesel fuel. ..."
297,N/A,"</b>
Visual detection of cobalt(II) ion &lt;i&gt;in vitro&lt;/i&gt; and tissue with a new
type of leaf-like molecular microcrystal</td>
</tr>

<tr>
<td>
<b>","</b> Zhen, SJ ; Guo, FL ; Chen, LQ ; Li, YF ; Zhang, Q ; Huang, CZ </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,1,0,0,0,"</b> a novel type of leaf-like poly (p-phenylenediamine) (pppd) microcrystal was prepared under mild conditions, which was successfully applied to the visual detection of co2+ in vitro and in tissue based on the extinction and light scattering features owing to the special etching effect of co2+ on ..."
298,N/A,"</b>
Charge transfer complexes of 2,4,6-tricyano-&lt;i&gt;s&lt;/i&gt;-triazine with
tetrathiafulvalene (TTF) and
&lt;i&gt;N&lt;/i&gt;,&lt;i&gt;N&lt;/i&gt;,&lt;i&gt;N&lt;/i&gt;&prime;,&lt;i&gt;N&lt;/i&gt;&prime;-tetramethyl-&lt;i&gt;p&lt;/i&gt;-phenylenediam
ine (TMPD)</td>
</tr>

<tr>
<td>
<b>","</b> Del Sesto, RE ; Botoshansky, M ; Kaftory, M ; Arif, AM ; Miller, JS </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,"</b> reaction of 2,4,6-tricyano-s-triazine (tct) with tetrathiafulvalene (ttf) and n,n,n',n'-tetramethyl-p-phenylenediamine (tmpd) leads to 1:1 charge transfer complexes. the crystal structures of the ttf[tct], as well as the decomposition product due to hydrolysis of the [tmpd][tct], i.e. [htmpd](+..."
299,N/A,"</b>
Ruthenium red- p-phenylenediamine staining of monolayers to facilitate
handling and selection of specific cells for transmission electron
microscopy.</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,"</b> the handling of monolayers for transmission electron microscopy has presented many problems, the main one being difficulty in visualizing the monolayers after polymerization of their plastic embedment following conventional glutaraldehyde-osmium fixation. the application of ruthenium red-p-phen..."
300,N/A,"</b>
Light induces mutagenicity of hair-dye p-phenylenediamine.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
301,N/A,"</b>
Allergic contact dermatitis caused by textile dyes mimicking atopic
dermatitis</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
302,N/A,文献 #302,,0,0,0,0,0,0,0,
303,N/A,"</b>
Construction of Crystalline 2D Covalent Organic Frameworks with
Remarkable Chemical (Acid/Base) Stability via a Combined Reversible and
Irreversible Route</td>
</tr>

<tr>
<td>
<b>","</b> Kandambeth, S ; Mallick, A ; Lukose, B ; Mane, MV ; Heine, T ; Banerjee, R </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,1,0,0,0,"</b> two new chemically stable [acid and base] 2d crystalline covalent organic frameworks (cofs) (tppa-1 and tppa-2) were synthesized using combined reversible and irreversible organic reactions. syntheses of these cofs were done by the schiff base reactions of 1,3,5-triformylphloroglucinol (tp) wit..."
304,N/A,"</b>
Synthesis of the hybrid porous rods and nanosheets composed of the
nickel ions and poly(&lt;i&gt;p&lt;/i&gt;-phenylenediamine) in aqueous solution</td>
</tr>

<tr>
<td>
<b>","</b> Liu, ZG ; Zu, YG ; Guo, SL ; Fu, YJ ; Zhang, YL ; Liang, HL </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,1,0,0,0,</b> a new kind of metal-organic hybrid materials composed of the nickel ions and poly(p-phenylenediamine) have been synthesized in aqueous solution. long hybrid rods and large nanosheets have been obtained by using the different ratios of the initial reactants. the synthesized rods and nanosheets h...
305,N/A,"</b>
Systemic anaphylaxis due to an oxidation product of p-phenylenediamine
in a hair dye.</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,"</b> an anaphylactic reaction to a hair dye is reported. skin testing with the dye and its individual components demonstrated a wheal and flare response to an oxidation product of p-phenylenediamine. this product is n'n'-bis-(4-aminophenyl)-2,5-diamino-1,4-quinonediimine. passive transfer of this se..."
306,N/A,"</b>
Sensitivity to m-phenlenediamine.</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,</b> primary contact sensitivty to m-phenylenediamine was noted in 8 of 182 workers handling this substance as hardener. in these patients the period between the beginning of this work and the appearance of dermatitis was shorter if they became simultaneously sensitive to epoxy resin and/or triethyl...
307,N/A,"</b>
Nontarget analysis and characterization of p-phenylenediamine-quinones
and -phenols in tire rubbers by LC-HRMS and chemical species-specific
algorithm</td>
</tr>

<tr>
<td>
<b>","</b> Tang, CM ; Zhu, YZ ; Zheng, RF ; Liu, L ; Zeng, YH ; Luo, XJ ; Mai, BX </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,"</b> background n,n '-disubstituted p-phenylenediamine-quinones (ppdqs) are oxidization derivatives of p-phenylenediamines (ppds) and have raised extensive concerns recently, due to their toxicities and prevalence in the environment, particularly in water environment. ppdqs are derived from tire rub..."
308,N/A,"</b>
A novel &lt;i&gt;bis&lt;/i&gt;-(acetylacetone)-&lt;i&gt;p&lt;/i&gt;-phenylenediamine-uranyl ion
sensing material based coated graphite rod electrode for uranyl ion</td>
</tr>

<tr>
<td>
<b>","</b> Arida, HAM ; Elsaied, AM </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,1,0,0,0,</b> a novel potentiometric pvc coated graphite uranyl ion sensor incorporating bis-(acetylacetone)-p-phenylenediamine uranyl ion complex based ionophore as a sensing material and dioctylphthalate (dop) as a solvent mediator is described and electrochemically evaluated. the sensor exhibits fast nern...
309,N/A,"</b>
A mechanism of halophilism in Micrococcus halodenitrificans.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
310,N/A,"</b>
Cytochrome oxidase activity of cell nuclei.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
311,N/A,"</b>
P-phenylenediamine-mediated peroxidase deficiency in English setters
with neuronal ceroid-lipofuscinosis.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
312,N/A,"</b>
Electrochemistry of β-ketoester blocked p-phenylenediamine</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,"</b> beta-ketaester-quinonemethide-carbonate blocked p-phenylenediamine color developers are reducing agents, but are 100 to 230 mv more resistant to oxidation than the free p-phenylenediamine (4-amino-3-methyl-n-ethyl-n-(beta-methylsulfonamidoethyl)aniline). this resistance renders the blocked deve..."
313,N/A,"</b>
A Study on the Synthesis of p-phenylenediamine (PPD) Using Copper
Catalyst</td>
</tr>

<tr>
<td>
<b>Title:</b>
Copper 촉매를 이용한 p-phenylenediamine (PPD) 합성에 관한 연구</td>
</tr>

<tr>
<td>
<b>","</b> Lee, Sang-yong; HO, LEE JUNG; Choi, Won Choon; Sung, Lim Jong; Yong-Ki, Park</td> </tr> <tr> <td> <b>By:</b> 김정석; 강나영; 박선영; 김기웅; 서휘민</td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,"</b> p-phenylenediamine (ppd) was synthesized by aromatic amination of p-diiodobenzene (pdib) using liquid ammonia and cu-catalysts. the effects of the catalyst, reductant, ammonia quantity and reaction temperature on ppd production were investigated. cu(i) compounds and cu powder were selected as c..."
314,N/A,"</b>
Aniline-&lt;i&gt;p&lt;/i&gt;-Phenylenediamine Copolymer for Removal of Hexavalent
Chromium from Wastewater</td>
</tr>

<tr>
<td>
<b>","</b> Li, YF ; Chen, JY ; Tan, XW ; Lou, H ; Gu, HB </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,"</b> hexavalent chromium, one of the heavy metal pollutants in water, harms the ecological environment and human health. in this work, an aniline-p-phenylenediamine copolymer has been prepared by chemical oxidative polymerization to remove the hexavalent chromium (cr(vi)) from wastewater. the result..."
315,N/A,"</b>
Syntheses, structures, magnetic, and luminescent properties of five
lanthanide-based MOFs with &lt;i&gt;p&lt;/i&gt;-phenylenediamine-tetraacetic acid
ligand</td>
</tr>

<tr>
<td>
<b>",,1,0,0,1,0,0,0,"</b> five new isomorphous metal-organic frameworks, {[ln(phdta)(0.5)(h(2)phdta)(0.5)(h2o)(3)]h2o}(n) [ln=pr (1), sm (2), eu (3), gd (4), tb (5)], have been synthesized under solvothermal conditions based on p-phenylenediamine-n,n,n,n-tetraacetic acid (h(4)phdta). compounds 1-5 were characterized by ..."
316,N/A,"</b>
Sonovoltammetric elucidation of electron transfer rates:: The oxidation
of dimethyl-&lt;i&gt;p&lt;/i&gt;-phenylenediamine in aqueous solution</td>
</tr>

<tr>
<td>
<b>","</b> Banks, CE ; Lawrence, NS ; Compton, RG </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,</b> the electrochemical oxidation of dimethyl-p-phenylenediamine (dmpd) in aqueous solution (ph 7 phosphate buffer) has been studied under conventional hydrodynamic and microelectrode voltammetric conditions and found to undergo a two-electron electrochemically reversible oxidation. upon the applic...
317,N/A,"</b>
Certain derivatives of sym.-dimethyl-p-phenylenediamine.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
318,N/A,"</b>
SYNTHESIS OF N-PHENYLATED AROMATIC POLYAMIDES FROM SILYLATED
N,N'-DIPHENYL-P-PHENYLENEDIAMINE AND AROMATIC DIACID CHLORIDES</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
319,N/A,"</b>
[P-PHENYLENEDIAMINE AS AN ALLERGEN].</td>
</tr>

<tr>
<td>
<b>Foreign Title:</b>

<value lang_id="""">PARAPHENYLENDIAMIN ALS ALLERGEN.</value>
</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
320,N/A,"</b>
The correlation of the oxidation of certain phenols and of
dimethyl-p-phenylenediamine by bacterial suspensions.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
321,N/A,"</b>
Choice of substrate in determining peroxidase activity in the amniotic
fluid.</td>
</tr>

<tr>
<td>
<b>","</b> Armstrong, D; Kelley, K</td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> peroxidase activity in the amniotic fluid has been measured with two different chromogens, o-dianisidine and p-phenylenediamine. no activity was demonstrable with the former substrate but was present with the latter. these results show that choice of substrate is important in determining peroxi..."
322,N/A,"</b>
Instrument-Free, Novel Colorimetric Speciation of Hexavalent Chromium in
Natural Waters Using a Flatbed Scanner</td>
</tr>

<tr>
<td>
<b>","</b> Savvaki, GNA ; Tarara, M ; Tsogas, GZ </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,"</b> a new approach was developed for the speciation of hexavalent chromium ions in natural water samples relied on the complexation reaction with n, n-diethyl-p-phenylenediamine (dpd) and utilized a flatbed scanner as the detector. dpd form a stable complex which is distinguished by its pink color...."
323,N/A,"</b>
Reduced risk of allergy induction for hairdressers? An occupational risk
assessment for the new oxidative hair dye
2-methoxymethyl-&lt;i&gt;p&lt;/i&gt;-phenylenediamine</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,</b> <value>p13-19</value> </td> </tr> <tr> <td> <b>doi:</b> <value>10.1016/j.toxlet.2018.06.842</value> </td> </tr> <tr> <td> <b>supplement:</b> <value>1</value> </td> </tr> <tr> <td> <b>document type:</b> meeting abstract</td> </tr> <tr> <td> <b>published:</b> <value>oct 10 2018</value> </td> </tr...
324,N/A,"</b>
Inclusion of poly(tetramethyl-&lt;i&gt;p&lt;/i&gt;-phenylenediamine dihydrochloride)
into MoO&lt;sub&gt;3&lt;/sub&gt;:: A cooperative formation route to construct a
polymer/MoO&lt;sub&gt;3&lt;/sub&gt; layered structure</td>
</tr>

<tr>
<td>
<b>","</b> Shao, K ; Ma, Y ; Cao, YA ; Chen, ZH ; Ji, XH ; Yao, JN </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,0,0,0,0,
325,N/A,"</b>
Dyeing and Fastness Properties of Oxidation Dyes on PET Woven Fabric</td>
</tr>

<tr>
<td>
<b>Title:</b>
산화 염료를 이용한 폴리에스터 직물의 염색 및 견뢰도 특성</td>
</tr>

<tr>
<td>
<b>",,1,0,1,0,0,0,0,"</b> oxidation dyes are widely used as permanent hair dyes owing to their long-lasting effects. the dyes are prepared by the oxidation and addition reactions of dye intermediates.owing to their small size in comparison with other classes of dyes, the dye intermediates can easily penetrate into hair ..."
326,N/A,"</b>
Novel electron transfer mediators based on &lt;i&gt;p&lt;/i&gt;-phenylenediamine for
lactate oxidase</td>
</tr>

<tr>
<td>
<b>",,1,0,1,0,0,0,0,"</b> p-phenylenediamine derivatives (pd) have been synthesized and characterized electrochemically with respect to their ability to act as mediators for lactate oxidase (lod). consequently, it was found that the size of molecule, non-ionic ethereal substituent, and adequate hydrophilicity were key p..."
327,N/A,"</b>
Paraphenylenediamine-free hair coloring mousse.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
328,N/A,"</b>
Preparation and characterization of
polyaniline/&lt;i&gt;p&lt;/i&gt;-phenylenediamine grafted graphene oxide composites
for supercapacitors</td>
</tr>

<tr>
<td>
<b>","</b> Wang, TS ; Sun, HJ ; Peng, TJ ; Liu, B ; Hou, Y ; Lei, B </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> in order to reduce the agglomeration of graphene and improve its supercapacitor performance, graphene oxide was functionalized with p-phenylenediamine, and pani/ppd-rgo nanocomposites were prepared with aniline monomer by in-situ polymerization. the morphology, structure and supercapacitor perf..."
329,N/A,"</b>
A case of allergic isopropyl-p-phenylenediamine (IPPD) dermatitis from a
watch strap.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
330,N/A,"</b>
Usage of quartz crystal microbalance technique to study the polyaniline
films formation in the presence of p-phenylenediamine</td>
</tr>

<tr>
<td>
<b>","</b> Shenashen, MA ; Ayad, MM ; Salahuddin, N ; Youssif, MA </td> </tr> <tr> <td><span class=""FR_label""><b>",1,1,0,0,0,0,0,</b> polyaniline (pani) was prepared using chemical method in the presence and absence of p-phenylenediamine (ppda) and ammonium peroxydisulfate (aps) was used as oxidizing agent. the effect of ppda concentrations on the pani films formation were monitored using quartz crystal microbalance (qcm) tec...
331,N/A,"</b>
&lt;i&gt;p&lt;/i&gt;-Phenylenediamine strengthened graphene oxide for the
fabrication of superhydrophobic surface</td>
</tr>

<tr>
<td>
<b>","</b> Wang, Y ; Yu, Y ; Hu, XB ; Feng, AH ; Jiang, F ; Song, LX </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,</b> superhydrophobic surfaces have attracted great attention for their distinguishing properties. the key factor for a surface to achieve superhydrophobic is the intrinsic hierarchical structure. traditional graphene based materials are not suitable for the construction of hierarchical structures b...
332,N/A,"</b>
Detection of p-phenylenediamine Based on a Glassy Carbon Electrode
Modified with Nitrogen Doped Graphene</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,"</b> in this paper, nitrogen doped graphene (ng) was successfully synthesized via thermal annealing employing graphene oxide and urea as raw materials. the morphology and microstructure of ng was characterized by tem, afm, xrd and xps, respectively. due to its unique structure and properties origina..."
333,N/A,"</b>
A shorter synthesis of symmetrical 2,11-dimethyl-bis-Troger's bases. A
new molecular tweezer</td>
</tr>

<tr>
<td>
<b>","</b> Mas, T ; Pardo, C ; Elguero, J </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> this paper reports a new synthesis of 2,11-dimethyl-bis-troger's bases starting from p-phenylenediamine. the new synthesis is more efficient than those previously described and yields the anti isomer in much higher yield. isomerization in acidic medium of the anti isomer allowed us to obtain fo..."
334,N/A,"</b>
A simplified resectioning technique.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
335,N/A,"</b>
Ferromagnetic spin alignment in head-to-tail coupled oligo(1,
4-phenyleneethynylene)s and Oligo(1,4-phenylenevinylene)s bearing
pendant p-phenylenediamine radical cations</td>
</tr>

<tr>
<td>
<b>","</b> van Meurs PJ; Janssen</td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> the intramolecular and long-range ferromagnetic coupling between p-phenylenediamine radical cations in head-to-tail coupled oligo(1, 4-phenyleneethynylene)s and oligo(1,4-phenylenvinylene)s between neighbors and next-nearest neighbors is described. uv/vis/near-ir experiments show that the radic..."
336,N/A,"</b>
Allergic contact dermatitis due to rubber in sports equipment</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
337,N/A,"</b>
Paraphenylenediamine dihydrochloride.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
338,N/A,"</b>
Synthesis, characterization, morphology control of poly
(p-phenylenediamine)-Fe&lt;sub&gt;3&lt;/sub&gt;O&lt;sub&gt;4&lt;/sub&gt; magnetic
micro-composite and their application for the removal of
Cr&lt;sub&gt;2&lt;/sub&gt;O&lt;sub&gt;7&lt;/sub&gt;&lt;SUP&gt;2-&lt;/SUP&gt; from water</td>
</tr>

<tr>
<td>
<b>","</b> Yang, SW ; Liu, D ; Liao, F ; Guo, TT ; Wu, ZP ; Zhang, TT </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> in this paper, poly (p-phenylenediamine)-fe3o4 (pppd-fe3o4) magnetic micro-composite was synthesized via chemical oxidation polymerization of p-phenylenediamine (ppd) monomers with (nh4)(2)s2o8 (aps) and fe(no3)(3) at room temperature. the results demonstrated that the morphologies of this magn..."
339,N/A,"</b>
Rapid determination of the skin irritant p-phenylenediamine (PPD) in
henna products using atmospheric solids analysis probe mass spectrometry</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,</b> <value>p131</value> </td> </tr> <tr> <td> <b>doi:</b> <value>10.1055/s-0036-1596296</value> </td> </tr> <tr> <td> <b>supplement:</b> <value>1</value> </td> </tr> <tr> <td> <b>document type:</b> meeting abstract</td> </tr> <tr> <td> <b>published:</b> <value>dec 2016</value> </td> </tr> <tr> <td>...
340,N/A,"</b>
Hair dye dermatitis and p-phenylenediamine contact sensitivity: A
preliminary report.</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,"</b> background: the contact allergic reactions from p-phenylenediamine (ppd) in hair dyes vary from mild contact dermatitis to severe life- threatening events (angioedema, bronchospasm, asthma, renal impairment). <br>objectives: to study the clinical patterns and ppd contact sensitivity in patients..."
341,N/A,"</b>
Synthesis and characterization of full interpenetrating structure
mesoporous polycarbonate-silica spheres and p-phenylenediamine
adsorption</td>
</tr>

<tr>
<td>
<b>","</b> Zu, L ; Li, RR ; Shi, Y ; Lian, HQ ; Liu, Y ; Cui, XG ; Bai, ZW </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,1,0,0,0,"</b> as a common used and hardly emulsified amorphous thermoplastic, the bisphenol-a polycarbonates were used as the polymer candidate to form a novel monodispersed sub-micrometer mesoporous polymer-silica spheres with full interpenetrating structure. the synthesis procedure was based on a modified ..."
342,N/A,"</b>
PMSE 208-Surface conductivity of the polyamine derived from reaction of
titanocene dichloride and 2-nitro-p-phenylenediamine: Cumulative iodine
doping</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,</b> <value>208-pmse</value> </td> </tr> <tr> <td> <b>document type:</b> meeting abstract</td> </tr> <tr> <td> <b>published:</b> <value>aug 17 2008</value> </td> </tr> <tr> <td> <b>
343,N/A,"</b>
Formation of persistent contact ion pairs in solid argon</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,"</b> persistent contact ion pairs (cips) have been obtained by one-photon-induced electron transfer from n,n,n',n'-tetramethyl-p-phenylenediamine (tmpd) to tetrachloromethane (ccl4) in solid argon, in addition to tmpd.* free radical cations (frcs) generated by two-photon ionization of tmpd as the pr..."
344,N/A,"</b>
&lt;i&gt;p&lt;/i&gt;-Phenylenediamine and other hair dye sensitizers in Spain</td>
</tr>

<tr>
<td>
<b>","</b> Yazar, K ; Boman, A ; Lid&eacute;n, C </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> background. oxidative hair dyes are important skin sensitizers, causing contact allergy and dermatitis in hairdressers and consumers. <br>objectives. to study the prevalence of hair dye substances, categorized as potent skin sensitizers, in consumer-available oxidative hair dye products on the ..."
345,N/A,"</b>
Conjugation polymer nanobelts: a novel fluorescent sensing platform for
nucleic acid detection&lt;SUP&gt;&dagger;&lt;/SUP&gt;</td>
</tr>

<tr>
<td>
<b>","</b> Wang, L ; Zhang, YW ; Tian, JQ ; Li, HL ; Sun, XP </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,"</b> in this article, we report on the facile and rapid synthesis of conjugation polymer poly(p-phenylenediamine) nanobelts (pns) via room temperature chemical oxidation polymerization of p-phenylenediamine monomers by ammonium persulfate in aqueous medium. we further demonstrate the proof-of-concep..."
