Index,Year,Title,Authors,PPD,Sediment,Water,Biological,Sediment_Concentration,Water_Concentration,Biological_Concentration,Abstract
112,N/A,"</b>
Epidemiological data on consumer allergy to p-phenylenediamine</td>
</tr>

<tr>
<td>
<b>","</b> Thyssen, JP ; White, JML </td> </tr> <tr> <td> <b>Group Author:</b> European Soc Contact Dermatitis</td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,1,0,0,0,"</b> many women and men now dye their hair. p-phenylenediamine (ppd) is a frequent and important component of permanent hair dye products; exposure to it may cause allergic contact sensitization, acute dermatitis, and severe facial oedema. to increase our understanding of ppd allergy, we reviewed pu..."
113,N/A,"</b>
Interaction of dimethyl-p-phenylenediamine with ceruloplasmin.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
114,N/A,"</b>
Pancreatic hepatocytes associated with chronic
2,6-dichloro-p-phenylenediamine administration in Fischer 344 rats.</td>
</tr>

<tr>
<td>
<b>","</b> McDonald, M M; Boorman, G A</td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,1,0,0,0,"</b> pancreatic tissue (original and recut sections) from fischer 344 rats fed 2,6-dichloro-p-phenylenediamine in a chronic (2-year) carcinogenesis bioassay was evaluated for presence of pancreatic hepatocytes (ph) by light microscopy. ph were found in dose groups as follows: males--0 ppm (controls)..."
115,N/A,"</b>
Chemically-induced sister-chromatid exchange in vivo in bone marrow of
Chinese hamsters. An evaluation of 24 compounds.</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,</b> chemically-induced sister-chromatid exchange (sce) was measured in vivo in bone marrow of chinese hamsters. chemicals were administered either intraperitoneally or orally and increased sce frequencies were noted with 6 of 6 direct-acting genotoxins and with 9 of 14 activation-dependent genotoxi...
116,N/A,"</b>
Stabilization by glutaraldehyde of high-rate electron transport in
isolated chloroplasts.</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,"</b> treatment of isolated chloroplasts with glutaraldehyde affects their ability to photoreduce artificial electron acceptors. the remaining rate of o2 evolution approaches zero with methyl viologen, is low with ferricyanide, but nearly normal with lipophilic photosystem ii acceptors, like oxidized..."
117,N/A,"</b>
EVALUATION OF ANTIGENOTOXIC POTENTIAL OF BEET ROOT EXTRACT AGAINST HAIR
DYE INDUCED GENOTOXICITY</td>
</tr>

<tr>
<td>
<b>","</b> Kumar, S ; Vishwakarma, V ; Yadav, B ; Gupta, R ; Aggarwal, NK ; Yadav, A </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,1,0,0,0,"</b> in-vitro investigations toward dna damage reported that the biological effect of genotoxic exposures could influence the life cycles of different human cells. sister chromatid exchange (sce) assay is broadly used, sensitive cytogenetic biomarker of exposure to genotoxic agents. naturally availa..."
118,N/A,"</b>
Mechanistic Insights into Substituent Effects on Reactivity of
2-(Methoxymethyl)benzene-1,4-diamine</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,"</b> in the series of benzene-1,4-diamines (p-phenylenediamines) investigated, 2(methoxymethyl) benzene-1,4-diamine (2-methoxymethyl-p-phenylenediamine) is the most slowly oxidized, with removal of the first electron being rate determining. this electron-withdrawing methoxymethyl group also drove a ..."
119,N/A,"</b>
SYNTHESIS AND CHARACTERIZATION OF SOME NOVEL CIS-DIOXO-MOLYBDENUM(VI)
COMPLEXES OF SCHIFF-BASES DERIVED FROM SALICYLALDEHYDE</td>
</tr>

<tr>
<td>
<b>","</b> RAO, NS ; MISHRA, DD ; MAURYA, RC ; RAO, NN </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> dioxomolybdenum(vi) complexes of bi- and tetradentate schiff bases derived from salicylaldehyde and amines such as p-anisidine, m-phenetidine, p-toluidine, o-, m- and p-phenylenediamine and benzidine have been synthesised. reactions of the bi- and tetradentate schiff bases with moo2 (acac)(2) i..."
120,N/A,"</b>
Synthesis and Toxicity Evaluation of &lt;i&gt;p&lt;/i&gt;-Phenylenediamine-Quinones</td>
</tr>

<tr>
<td>
<b>","</b> Nair, P ; Sun, JX ; Xie, LN ; Kennedy, L ; Kozakiewicz, D ; Kleywegt, SM ; Hao, CY ; Byun, H ; Barrett, H ; Baker, J ; Monaghan, J ; Krogh, ET ; Song, DT ; Peng, H </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,1,0,0,0,"</b> n-(1,3-dimethylbutyl)-n '-phenyl-p-phenylenediamine-quinone (6ppd-q), the tire rubber-derived transformation product of 6ppd, was recently discovered to cause the acute mortality of coho salmon (oncorhynchus kisutch). aiming to identify potential replacement antiozonants for 6ppd that do not pr..."
121,N/A,"</b>
Effect of lipid peroxidation on p-aminohippurate transport by rat kidney
cortical slices.</td>
</tr>

<tr>
<td>
<b>",,1,0,1,1,0,0,0,</b> 1 the effect of lipid peroxidation on p-aminohippurate transport by rat kidney slices was examined. 2 ascorbic acid and fe2+ promoted lipid peroxidation of rat renal cortical slices in a dose-related manner. 3 ascorbic acid (1.0 mm) and fe2+ (0.4 mm) increased tissue water and decreased the acc...
122,N/A,"</b>
Spectrophotometric Multicommutated Flow System for the Determination of
Hypochlorite in Bleaching Products</td>
</tr>

<tr>
<td>
<b>","</b> Salami, FH ; Bonifacio, V ; de Oliveira, GG ; Fatibello, O </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> a multicommutation flow system for the spectrophotometric determination of hypochlorite in bleaching products is proposed. in this system, n,n-diethyl-p-phenylenediamine (dpd) reacts with hypochlorite, and the product was monitored at 515nm. the analytical curve for hypochlorite was linear in t..."
123,N/A,"</b>
Effect of antioxidant structure on bromobutyl rubber composites'
processability and age resistance</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,"</b> bromobutyl rubber has numerous applications in industries such as tires, sealing capsules, and aerospace, so enhancing its aging resistance is a critical issue. however, the addition of amine antioxidants to bromobutyl rubber results in the occurrence of unique storage hardening and storage sco..."
124,N/A,"</b>
Synthesis, performance and mechanism of a hyperbranched polymer with
diethyl diphenyl-p-phenylenediamine as centronucleus</td>
</tr>

<tr>
<td>
<b>","</b> Feng, XN ; Liu, HJ ; Jiang, XB ; Ai, GS ; Yang, Y ; Shen, LW ; Zhang, ZJ ; Ye, F ; Yuan, HK ; Mi, YZ </td> </tr> <tr> <td><span class=""FR_label""><b>",1,1,1,0,0,0,0,"</b> a hyperbranched polymer (pdpd) was synthesized using diethyl diphenyl-p-phenylenediamine as centronucleus. its chemical structure was characterized by h-1 nmr and ft-ir, and thermal stability was evaluated by ther-mogravimetric analysis. the effect of concentration, temperature, settling time a..."
125,N/A,"</b>
Endogenous superoxide-like species and antioxidant activity in ocular
tissues detected by luminol luminescence.</td>
</tr>

<tr>
<td>
<b>",,1,0,1,1,0,0,0,"</b> a new luminescent method was used to detect the reactive oxygen species in aqueous and vitreous humors and in homogenates of the lens and retina of laboratory rats. superoxide-like activity per microgram protein increased in all tissues with weight of the rat, a good indicator of animal age. su..."
126,N/A,"</b>
Some effects of decenylsuccinic Acid on isolated corn mitochondria.</td>
</tr>

<tr>
<td>
<b>",,1,0,1,0,0,0,0,"</b> the effects of decenylsuccinic acid on the swelling and respiratory capacities of mitochondria isolated from etiolated corn (zea mays l., wf9 x m14) shoots were studied. decenylsuccinic acid (0.1 mm to 1.0 mm) inhibited the oxidation of succinate and malate-pyruvate, stimulated the oxidation of..."
127,N/A,"</b>
Photocatalytic degradation of &lt;i&gt;p&lt;/i&gt;-phenylenediamine with
TiO&lt;sub&gt;2&lt;/sub&gt;-coated magnetic PMMA microspheres in an aqueous solution</td>
</tr>

<tr>
<td>
<b>","</b> Chen, YH ; Liu, YY ; Lin, RH ; Yen, FS </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> this study investigates the photocatalytic degradation of p-phenylenediamine (ppd) with titanium dioxide-coated magnetic poly(methyl methacrylate) (tio2/mpmma) microspheres. the tio2/mpmma microspheres are employed as novel photocatalysts with the advantages of high photocatalytic activity, mag..."
128,N/A,"</b>
N-phenyl-p-phenylenediamine uptake onto reconstituted collagen fibrils.</td>
</tr>

<tr>
<td>
<b>","</b> Tewari, P; Das, M; Khanna, S K</td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,1,0,0,0,"</b> n-phenyl-p-phenylenediamine (n-ppda) is known to cause strong skin irritation and a sensitization reaction in exposed persons. in a previous in vitro study with portions of skin, n-ppda exhibited appreciable binding affinity, which suggests a likely involvement of collagen. the present study wa..."
129,N/A,"</b>
[Studies on group allergies of aromatic amino compounds. Test results on
so-called ""para group"" allergies].</td>
</tr>

<tr>
<td>
<b>Foreign Title:</b>

<value lang_id="""">Untersuchungen zur Gruppenallergie bei aromatischen Amino-Verbindungen. Testergebnisse zur sogenannten ""Paragruppen""-Allergie.</value>
</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
130,N/A,"</b>
Effect of the antioxidant N,N1-diphenyl-p-phenylenediamine (DPPD) on
bromobenzene metabolism and toxicity in isolated hepatocytes.</td>
</tr>

<tr>
<td>
<b>",,1,0,0,1,0,0,0,"</b> bromobenzene induced cytotoxicity in isolated hepatocytes was partly prevented by the antioxidant dppd (n,n'-diphenyl-p-phenylenediamine). this protection did not appear to be a result of an inhibition of lipid peroxidation but rather to an inhibition of the metabolic activation of bromobenzene..."
131,N/A,"</b>
Study on Chinese common allergens of contact dermatitis.</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,"</b> patch tests were performed according to the european standard allergens (esa) in 204 cases suspected of contact dermatitis. the reaction was positive in 58.33% of the cases. the common allergens were nickel (15.7%), fragrance mix (11.8%) p-phenylenediamine (8.8%), colophony (6.9%), benzocaine (..."
132,N/A,"</b>
Hydrolysis of &lt;i&gt;p&lt;/i&gt;-Phenylenediamine Antioxidants: The Reaction
Mechanism, Prediction Model, and Potential Impact on Aquatic Toxicity</td>
</tr>

<tr>
<td>
<b>","</b> Xu, YH ; Wang, TZ ; Chen, ZM ; Li, YG ; Huang, D ; Guo, FJ ; Wang, MZ </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,"</b> while p-phenylenediamine antioxidants (ppds) pose potential risks to aquatic ecosystems, their environmental persistence and transformation remain ambiguous due to the undefined nature of ppd c-n bond hydrolysis. here, we investigated the hydrolysis patterns of ppds by analyzing their hydrolysi..."
133,N/A,"</b>
Synthesis and characterisation of nickel(II) and cobalt(II) complexes of
o-(N-(4-phenylaminophenyl)formimidoyl)phenol</td>
</tr>

<tr>
<td>
<b>","</b> Tuna, F ; Patron, L </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,</b> nickel(ii) and cobalt(ii) complexes of h(salpad) are synthesized (h(salpad) denotes the schiff base derived frost salicylaldehyde and n-phepyl-p-phenylenediamine). analytical data and conductance spectral and magnetic studies provide evidence for the existence of the mononuclear compounds corre...
134,N/A,"</b>
Characteristics and incidence of contact dermatitis among hairdressers
in north-eastern Italy</td>
</tr>

<tr>
<td>
<b>","</b> Piapan, L ; Mauro, M ; Martinuzzo, C ; Filon, FL </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,</b> background hairdressers are at high risk of contact dermatitis (cd) due to skin exposure to numerous irritants and haptens in hair products in combination with frequent wet work. objectives to investigate the characteristics and incidence of cd among hairdressers in north-eastern italy. methods...
135,N/A,"</b>
Oxidation of p-phenylenediamine and adrenaline in enzymic and
copper-catalysed reactions.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
136,N/A,"</b>
Solvothermal synthesis of EDTA-functionalized magnetite-carboxylated
graphene oxide nanocomposite as a potential magnetic solid phase
extractor of p-phenylenediamine from environmental samples</td>
</tr>

<tr>
<td>
<b>","</b> Yakout, AA ; Albishri, HM </td> </tr> <tr> <td><span class=""FR_label""><b>",1,1,1,1,0,0,0,"</b> the use of carboxylated graphene oxide (cgo) in the removal of organic pollutants from aquatic life is a recent and significant issue. in this study, edta-functionalized magnetite-carboxylated graphene oxide nanocomposite (edta-mcgo) was first used for the adsorptive removal of p-phenylenediami..."
137,N/A,"</b>
[Effects of p-Phenylene diamine on liver and kidney functions of
occupational exposed workers].</td>
</tr>

<tr>
<td>
<b>",,1,0,0,1,0,0,0,</b> objective: to study the effect of p-phenylenediamine (ppd) on liver and kidney function in occupational exposed workers. methods: workers in a hair dye production enterprise which used p-phenylenediamine as a raw material for production were selected as the main research population. then we con...
138,N/A,"</b>
Improvements in the N,N-diethyl-p-phenylenediamine method for the
determination of free and combined residual chlorine through the use of
FIA.</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,"</b> in the determination of free and combined chlorine, the reaction of permanganate standards with n,n-diethyl-p-phenylenediamine (dpd) exhibits nonlinearity presumably because both the colored semiquinoid product and the colorless quinoid product are both formed. the titrimetric dpd method titrat..."
139,N/A,"</b>
Reductive Amination of ω-Oxoecdysteroids in the Synthesis of Dimeric
Ecdysteroids</td>
</tr>

<tr>
<td>
<b>","</b> Savchenko, RG ; Kostyleva, SA ; Odinokov, VN </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> n-alkyl- and n-arylaminoecdysteroids were synthesized for the first time by reductive amination of omega-oxoecdysteroids. by using aliphatic or aromatic diamines, dimeric ecdysteroids with an ethylenediamine or p-phenylenediamine bridge at the c(24), c(24')-position of the monomeric moieties we..."
140,N/A,"</b>
Novel hybrid materials based on Montmorillonite-modified reinforced
p-phenylenediamine: Synthesis, characterization and their optical,
electrochemical and thermal properties</td>
</tr>

<tr>
<td>
<b>","</b> Bahoussi, S ; Moulefera, I ; Belmokhtar, A ; Benyoucef, A </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> poly(ppd)@mt-ni and poly(ppd)@mt-zn hybrid materials were designed and fabricated by in-situ inter-calative polymerization method at room temperature. the resulting samples were tested for their structural properties using techniques such as xrf, xps, xrd, ftir, uv-vis, tga and tem, where the r..."
141,N/A,"</b>
Microwave Assisted Reduction of Pt-Catalyst by
&lt;i&gt;N&lt;/i&gt;-Phenyl-&lt;i&gt;p&lt;/i&gt;-Phenylenediamine for Proton Exchange Membrane
Fuel Cells</td>
</tr>

<tr>
<td>
<b>","</b> Tsai, MJ ; Hsieh, TH ; Wang, YZ ; Ho, KS ; Chang, CY </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,</b> the presence of n-phenyl-p-phenylenediamine (ppda: a dimer of aniline) during microwave (mw) irradiation can significantly improve pt-loading on the xc72 carbon matrix as a catalyst support of proton exchange membrane fuel cells (pemfcs). ppda is converted to an emeraldine base state during mw-...
142,N/A,"</b>
Ligand-engineering Cu-based catalysts to accelerate the electrochemical
reduction of CO&lt;sub&gt;2&lt;/sub&gt;</td>
</tr>

<tr>
<td>
<b>","</b> Liang, Y ; Zhang, R ; Xiao, KH ; Ye, FH ; Ma, XY ; Liu, W ; Yin, HL ; Mao, BG ; Song, XR ; Hu, CG </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> two typical cu-based complex catalysts with piperazine (pr) and p-phenylenediamine (ppda) ligands were designed to elucidate whether the ligands can tailor the reduction behavior of the cu species and thus modulate their electrochemical co2 reduction reaction (eco(2)rr) activity. specifically, ..."
143,N/A,"</b>
Polyrhodamine: Towards the design of a new optical chemical sensory
material</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,</b> <value>763</value> </td> </tr> <tr> <td> <b>document type:</b> meeting abstract</td> </tr> <tr> <td> <b>published:</b> <value>mar 18 2018</value> </td> </tr> <tr> <td> <b>
144,N/A,"</b>
[May lichen ruber planus be considered an occupational dermatosis? (An
xanthema of the lichen ruber planus type in persons with occupational
contact with diethyl-p-phenylenediamine sulfate].</td>
</tr>

<tr>
<td>
<b>Foreign Title:</b>

<value lang_id="""">Kann der Lichen ruber planus eine Berufsdermatose sein? (Ein Exanthem vom Typ Lichen ruber planus bei Personen, die beruflich mit Diathyl-p-phenylendiamin-sulfat in Beruhrung kommen)</value>
</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
145,N/A,"</b>
Tuning Nanostructured Morphology in Polymers Based on Heterocyclic
Aromatic Amines Using Phenyl Amines as Additive Initiators for the
Construction of Porous Functional Materials</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,"</b> in this work, the effect of monomer structures on the morphology of polymerized aromatic amines was investigated. several polymerized aromatic amines were prepared by oxidative chemical using different oxidants. besides, the synthesis of those polymers was attempted using p-phenylenediamine or ..."
146,N/A,"</b>
Nanostructured Materials with Conducting and Magnetic Properties:
Preparation of Magnetite/Conducting Copolymer Hybrid Nanocomposites by
Ultrasonic Irradiation</td>
</tr>

<tr>
<td>
<b>","</b> Haldorai, Y ; Nguyen, VH ; Pham, QL ; Shim, JJ </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,</b> conducting copolymer poly(aniline-co-p-phenylenediamine) [poly(ani-co-ppd)] and surface-modified magnetite (fe3o4) composites were synthesized by ultrasonically-assisted chemical oxidative polymerization. fe3o4 nanoparticles were surface-modified with silane coupling agent methacryloxypropyl-tr...
147,N/A,"</b>
Rapid-scan FTIR difference spectroscopy applied to ubiquinone reduction
in photosynthetic reaction centers: Role of redox mediators</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,"</b> rapid-scan ftir difference spectroscopy was used to investigate light-induced reduction of the ubiquinone q(b), and the oxidation kinetics of q(b)(-) and qh(2) by external mediators in isolated reaction centers (rcs) from r. sphaeroides. as redox mediators, a ferrocyanide/n,n,n',n'-tetramethyl-..."
148,N/A,"</b>
Addressing the conundrums of &lt;i&gt;p&lt;/i&gt;-phenylenediamine hair dye allergy
by applying Friedmann's principles of contact sensitization</td>
</tr>

<tr>
<td>
<b>","</b> Ferguson, FJ ; Pongpairoj, K ; Basketter, DA ; White, IR ; McFadden, JP </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> in the first conundrum, permanent hair dyeing involves the use of aromatic amines such as p-phenylenediamine ( ppd), whose oxidation is pivotal to the dyeing process, but also generates potent allergens. despite prolonged efforts by industry to search for safer alternatives, hair dyeing is stil..."
149,N/A,"</b>
Cuprous ions activate glibenclamide-sensitive potassium channel in liver
mitochondria.</td>
</tr>

<tr>
<td>
<b>","</b> Wojtczak, L; Nikitina, E R; Czyz, A; Skulskii, I A</td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,1,0,0,0,</b> cuprous ions at micromolar concentrations induced swelling of rat liver mitochondria in isotonic solutions of potassium thiocyanate and potassium acetate. the swelling in k-acetate in the presence of the protonophore [corrected] carbonyl cyanide m-chloropenylhydrazone was partly inhibited by gl...
150,N/A,"</b>
Distinct Species-Specific and Toxigenic Metabolic Profiles for 6PPD and
6PPD Quinone by P450 Enzymes: Insights from &lt;i&gt;In Vitro&lt;/i&gt; and &lt;i&gt;In
Silico&lt;/i&gt; Studies</td>
</tr>

<tr>
<td>
<b>","</b> Song, ZH ; Yu, XM ; Zhu, MH ; Wu, ZM ; Fu, ZQ ; Chen, JW </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,1,0,0,0,"</b> the tire rubber antioxidant n-(1,3-dimethylbutyl)-n '-phenyl-p-phenylenediamine (6ppd) and its quinone product (6ppdq) are prevalent emerging contaminants, yet their biotransformation profiles remain poorly understood, hampering the assessment of environmental and health risks. this study inves..."
151,N/A,"</b>
Contact Sensitization to the Allergens of European Baseline Series in
Patients With Chronic Leg Ulcers</td>
</tr>

<tr>
<td>
<b>","</b> Beliauskiene, A ; Valiukeviciene, S ; Sitkauskiene, B ; Schnuch, A ; Uter, W </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,</b> background and objective. the pattern of contact sensitization among patients with chronic leg ulcers depends on the local practice of wound treatment along with demographic and clinical confounders. the study was aimed at revealing the associations between chronic leg ulcers and contact sensit...
152,N/A,"</b>
p-Phenylenediamine dihydrochloride: comparative disposition in male and
female rats and mice.</td>
</tr>

<tr>
<td>
<b>",,1,0,0,1,0,0,0,"</b> the absorption, distribution, metabolism, and excretion of p-phenylenediamine (pda) was studied in both sexes of f344 rats and b6c3f1 mice. absorption of pda from the gastrointestinal tract was nearly complete in both species, and tissue distribution and excretion were not affected by the route..."
153,N/A,"</b>
[Effects of p-phenylenediamine on lung function and health-related
quality of life of workers].</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,</b> objective: to study the effects p-phenylenediamine (ppd) on lung function and health-related quality of life of occupational exposed workers. methods: this study was based on data from a company that produce hair dye containing ppd in china. workers who exposed to ppd were selected as the study...
154,N/A,"</b>
Base-pair mutation caused by four nitro-group containing aromatic amines
in Salmonella typhimurium TA100, TA104, TA4001 and TA4006.</td>
</tr>

<tr>
<td>
<b>","</b> Chen, S C; Wong, T Y; Chung, K T</td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> among p-phenylenediamine, benzidine and the analogues we previously tested, only the nitro-group containing 2-nitro-p-phenylenediamine, 3-nitro-o-phenylenediamine, 4-nitro-o-phenylenediamine and 4,4'-dinitro-2-biphenylamine caused base-pair reversion in the histidine locus of salmonella typhimu..."
155,N/A,"</b>
Voltammetric sensor for simultaneous determination of
&lt;i&gt;p&lt;/i&gt;-phenylenediamine and resorcinol in permanent hair dyeing and
tap water by composite carbon nanotubes/chitosan modified electrode</td>
</tr>

<tr>
<td>
<b>","</b> Hudari, FF ; de Almeida, LC ; da Silva, BF ; Zanoni, MVB </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,</b> p-phenylenediamine (ppd) and resorcinol (rsn) are hair dye precursors of permanent dyeing more used worldwide. the present work describes a simple and economic voltammetric sensor for simultaneous determination of both components in commercial hair dyeing and tap water at low concentrations. pp...
156,N/A,"</b>
Further studies on lipid-peroxide formation in isolated hepatocytes.</td>
</tr>

<tr>
<td>
<b>",,1,0,1,1,0,0,0,"</b> lipid peroxide formation was initiated by the addition of either adp-complexed fe3+ or cumene hydroperoxide to a suspension of isolated hepatocytes. the reaction was monitored by malonaldehyde measurements. upon the addition of iron, malonaldehyde production in the cells started immediately but..."
157,N/A,"</b>
Thermal stability, synthesis of new formazan complexes derived from
thiophene-2-carboxaldehyde</td>
</tr>

<tr>
<td>
<b>","</b> Talib, HH ; Alshawi, JM </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> a novel formazan ligand was prepared from the condensation of p-phenylenediamine and thiophene-2-carboxaldehyde with diazonium salt of 4-chloro aniline, and its metal transition complexes of co (ii), cu (ii) and ni (ii) were synthesized from the reaction of the metal chlorides with the formazan..."
158,N/A,"</b>
Proceedings: Tests of two hair colourants for carcinogenicity by
repeated application to mouse skin.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
159,N/A,"</b>
Comparison of the functional characteristics of allergic and tolerant
patient lymphocytes stimulated with &lt;i&gt;p&lt;/i&gt;-phenylenediamine and
Bandrowski's base</td>
</tr>

<tr>
<td>
<b>","</b> Coulter, EM ; Pease, CK ; White, A ; Lockley, D ; Basketter, D ; Williams, DP ; Pirmohamed, M ; Park, BK ; Naisbitt, DJ </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,0,0,0,0,
160,N/A,"</b>
Redox-switchable π-conjugated systems bearing terminal ruthenium(II)
complexes</td>
</tr>

<tr>
<td>
<b>","</b> Shen, XL ; Moriuchi, T ; Hirao, T </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> p-phenylenediamine bearing terminal bipyridyl moieties was synthesized by palladium-catalyzed amination. the corresponding ruthenium(ii) complex was formed and characterized, providing a redox-switchable photoinduced electron-transfer system. (c) 2003 elsevier ltd. all rights reserved.</td> </t..."
161,N/A,"</b>
Photoinduced reactions between naphthoquinone and
&lt;i&gt;N&lt;/i&gt;,&lt;i&gt;N&lt;/i&gt;,&lt;i&gt;N&lt;/i&gt;&prime;,&lt;i&gt;N&lt;/i&gt;&prime;-tetramethyl-&lt;i&gt;p&lt;/i&gt;-phenylenediam
ine in the mixture of ionic liquid [BPy] [NTf&lt;sub&gt;2&lt;/sub&gt;] and
acetonitrile studied by transient spectroscopy</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,"</b> effects of the pyridinium ionic liquid n-butylpyridinium bis((trifluoromethyl)sulfonyl)imide ([bpa[ntf2]) on the photolysis behaviors of 1,4-naphthoquinone (nq) in the acetonitrile solutions have been investigated by using nanosecond transient absorption techniques. when [bpy][ntf2] existed in ..."
162,N/A,"</b>
Synthesis and biological activities of new bis-indole derivatives via
microwave irradiation</td>
</tr>

<tr>
<td>
<b>","</b> Halawa, AH ; Bedair, AH ; El-Agrody, AM ; Eliwa, EM ; Frese, M ; Sewald, N ; Shaaban, M </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> three new series of bis-indole derivatives were synthesized based on p-phenylenediamine (2-4, 5 and 6) and 4,4'-ethylenedianiline moieties (7-9) using facile and efficient condensation of three positional isomeric indole-carboxaldehyde derivatives (1a-c) with bifunctional amines upon microwave ..."
163,N/A,"</b>
The Xenometabolome of Early-Life Stage Salmonids Exposed to 6PPD-Quinone</td>
</tr>

<tr>
<td>
<b>","</b> Ankley, PJ ; da Silva, FC Jr ; Hunnie, B ; Roberts, C ; Eriksson, ANM ; Kohlman, E ; Corker, J ; Westcott, J ; Germain, B ; Martin, MJ ; Dubiel, J ; Anderson-Bain, K ; Urrutia, RM ; Hogan, N ; Giesy, JP ; Wiseman, S ; Krol, E ; Hecker, M ; Brinkmann, M </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,1,0,0,0,"</b> n-(1,3-dimethylbutyl)-n '-phenyl-p-phenylenediamine-quinone (6ppd-q) is a ubiquitous transformation product (tp) derived from the rubber tire antioxidant n-(1,3-dimethylbutyl)-n '-phenyl-p-phenylenediamine (6ppd) and is acutely toxic to certain species of salmonidae. not all salmonids are sensi..."
164,N/A,"</b>
[Proton absorption by chloroplasts in cyclic electron transport
catalyzed by photosystem I in anaerobic conditions].</td>
</tr>

<tr>
<td>
<b>Foreign Title:</b>

<value lang_id="""">Pogloshchenie protonov khloroplastami pri tsiklicheskom elektronnom transporte, kataliziruemom fotosistemoi i v anaerobnykh usloviiakh.</value>
</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,"</b> proton absorption by pea chloroplasts in anaerobic conditions under inhibition of non-cyclic electron transport with diurone is investigated. 2,6-dichlorophenolindophenol (dcpip) and tetramethyl-p-phenylenediamine (tmpd) are used as cofactors of cyclic electron transport. proton absorption in t..."
165,N/A,"</b>
Synthesis and characterization of poly(arylene ether sulfone amide)s</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,"</b> methyl-substituted or unsubstituted aromatic dicarboxylic acids and diamines containing ether and sulfone linkages between phenylene units were used alone or in combination with p-phenylenediamine, m-phenylenediamine, terephthalic acid, and isophthalic acid to prepare flexible or semirigid arom..."
