Index,Year,Title,Authors,PPD,Sediment,Water,Biological,Sediment_Concentration,Water_Concentration,Biological_Concentration,Abstract
98,N/A,"</b>
Preparation, spectral investigation and spectrophotometric studies of
proton transfer complex of 2,2&prime;-bipyridine with 3,5-dinitrobenzoic acid
in various polar solvents</td>
</tr>

<tr>
<td>
<b>","</b> Singh, N ; Khan, IM ; Ahmad, A ; Javed, S </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,0,0,0,0,"</b> the charge transfer interactions between 2,2'-bipyridine and 3,5-dinitrobenzoic acid result in an interesting new charge transfer (ct) complex compound. during spectrophotometric study absorption maxima found at 235 nm, 236 nm, 240 nm and 275 nm in ethanol, methanol, acetonitrile, dmf respectiv..."
99,N/A,"</b>
[Role of cofactors in membrane potential generation by Rhodospirillum
rubrum chromatophores incorporated in a teflon filter].</td>
</tr>

<tr>
<td>
<b>Foreign Title:</b>

<value lang_id="""">Rol' kofaktorov v obrazovanii membrannogo potentsiala khromatoforami Rhodospirillum rubrum, vstroennymi v teflonovyi fil'tr.</value>
</td>
</tr>

<tr>
<td>
<b>",,0,0,1,0,0,0,0,</b> the chromatophores of the bacterium rhodospirillum rubrum were incorporated into a teflon filter impregnated with a decane solution of phospholipids and the light-induced electric potential difference (delta psi) between the aqueous phases separated by the filter was measured. the generation of...
100,N/A,"</b>
Azomethine-Containing Pyrrolo[3,2-&lt;i&gt;b&lt;/i&gt;]pyrrole Copolymers for Simple
and Degradable Conjugated Polymers</td>
</tr>

<tr>
<td>
<b>","</b> Bartlett, KA ; Charland-Martin, A ; Lawton, J ; Tomlinson, AL ; Collier, GS </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,1,0,0,0,"</b> conjugated polymers have received significant attention as potentially lightweight and highly tailorable alternatives to inorganic semiconductors, but their synthesis is often complex, produces toxic byproducts, and they are not typically designed to be degradable or recyclable. these drawbacks..."
101,N/A,"</b>
Transformation Products of Tire Rubber Antioxidant 6PPD in Heterogeneous
Gas-Phase Ozonation: Identification and Environmental Occurrence</td>
</tr>

<tr>
<td>
<b>","</b> Zhao, HN ; Hu, XM ; Tian, ZY ; Gonzalez, M ; Rideout, CA ; Peter, KT ; Dodd, MC ; Kolodziej, EP </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,1,0,"</b> 6ppd, a tire rubber antioxidant, poses substantial ecological risks because it can form a highly toxic quinone transformation product (tp), 6ppd-quinone (6ppdq), during exposure to gas-phase ozone. important data gaps exist regarding the structures, reaction mechanisms, and environmental occurr..."
102,N/A,"</b>
Covalent grafting onto self-adhesive surfaces based on aryldiazonium
salt seed layers</td>
</tr>

<tr>
<td>
<b>","</b> Viel, P ; Le, XT ; Huc, V ; Bar, J ; Benedetto, A ; Le Goff, A ; Filoramo, A ; Alamarguy, D ; No&euml;l, S ; Baraton, L ; Palacin, S </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,1,0,0,0,"</b> the chemistry of aryldiazonium salts has been thoroughly used in recent years to graft in a very simple and robust way ultrathin polyphenylene-like films on a broad range of surfaces. we show here that the same chemistry can be used to obtain ""self-adhesive surfaces''. this target was reached i..."
103,N/A,"</b>
Tape monitoring of cyanide in water coupled with metalcyanide
decomposition by UV irradiation and gas-liquid separation</td>
</tr>

<tr>
<td>
<b>",,0,0,1,0,0,0,0,"</b> a sample solution was pumped at a flow rate of 3 ml min(-1) to a transparent ptfe tube (3 x 2 mm, 170 cm length), which was wound around an uv lump (rod shape, 17 mm phi, 145 mm length, lambda = 254 nm, 4 w). a metal cyano complex {potassium hexacyanoferrate(iii) (0 similar to 0.2 mgcn dm(-3))}..."
104,N/A,"</b>
Electromagnetic shielding and thermal insulation hydrogels were
constructed based on covalent organic skeleton COF and
Ti&lt;sub&gt;3&lt;/sub&gt;C&lt;sub&gt;2&lt;/sub&gt;T&lt;sub&gt;&lt;i&gt;x&lt;/i&gt;&lt;/sub&gt; MXene</td>
</tr>

<tr>
<td>
<b>","</b> Diao, KL ; Zhang, DH ; Du, JJ ; Zhou, T ; Liu, DJ ; Qin, SH </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,1,0,1,0,"</b> with the widespread popularity of electronic equipment and rapid development of wireless communication technology, electromagnetic shielding materials possessing thermal insulation properties can effectively block electromagnetic radiation for ensuring normal operation of electronic equipment a..."
105,N/A,"</b>
Polyamide?TpPa-PVDF membranes for aliphatic-aromatic solvent separations</td>
</tr>

<tr>
<td>
<b>","</b> Wang, Z ; Thomas, J ; Shen, HZ ; Wu, ZX ; Lin, YF ; Liu, CL ; Tung, KL </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,1,0,0,0,"</b> to achieve net-zero emissions, the petrochemical industry requires energy-efficient processes for solvent recovery, and traditional distillation technologies may not be adequate. membrane separations with 2d cofs (covalent organic frameworks) have shown potential due to their tunable pore sizes..."
106,N/A,"</b>
Dissociation of allergenic and immunogenic functions in contact
sensitivity to para-phenylenediamine.</td>
</tr>

<tr>
<td>
<b>","</b> Krasteva, M; Nicolas, J F; Chabeau, G; Garrigue, J L; Bour, H; Thivolet, J; Schmitt, D</td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> contact sensitivity to para-phenylenediamine (ppd) is a frequent delayed-type hypersensitivity resulting in contact dermatitis. the aim of the present study, conducted in 16 patients allergic to ppd (as assessed by a positive patch test), was to get better insight into the mechanism of t-cell a..."
107,N/A,"</b>
N-doped graphene modulated N-rich carbon nitride realizing a promising
all-solid-state flexible supercapacitor</td>
</tr>

<tr>
<td>
<b>","</b> Antil, B ; Kumar, L ; Das, MR ; Deka, S </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,1,0,0,0,"</b> the fabrication of flexible supercapacitors comprising highly conducting energy storage electrode material catering high capacity, energy density and longer stability without cell deformation is a challenging task. herein, we develop unique g-c3n4.7/n-doped graphene nanocomposite electrode mate..."
108,N/A,"</b>
Mesoporous (101)-TiO&lt;sub&gt;2&lt;/sub&gt; nanocrystals with tailored
Ti&lt;SUP&gt;3+&lt;/SUP&gt; and surface oxygen vacancies for boosting photocatalytic
hydrogenation of nitrobenzenes</td>
</tr>

<tr>
<td>
<b>","</b> Xu, FX ; Wang, JG ; Li, DF ; Zhang, NC ; Men, Y </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,1,1,0,0,0,"</b> photocatalytic hydrogenation of nitrobenzenes to anilines has become a rising research hotspot in the field of heterogeneous catalysis; however, its bottleneck is the design of high-activity photocatalysts. in this work, mesoporous (101)-tio2 nanocrystals with tailored ti3+ and surface oxygen v..."
109,N/A,"</b>
Preparation of a poly(ethyleneimine) embedded phenyl stationary phase
for mixed-mode liquid chromatography</td>
</tr>

<tr>
<td>
<b>","</b> Ren, XJ ; Hu, CX ; Gao, D ; Fu, QF ; Zhang, KL ; Zu, FJ ; Zeng, J ; Wang, LJ ; Xia, ZN </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,1,0,0,0,0,"</b> a poly(ethyleneimine) embedded phenyl mixed-mode stationary phase was prepared through epoxide ring opening reaction. elemental analysis (ea), fourier transform infrared spectroscopy (ft-ir) and thermogravimetric analysis (tga) were used to characterize whether functional groups have been modif..."
110,N/A,"</b>
Highly-nitrogenated porous carbon for supercapacitor: Structure design
and redox mechanism of amine/nitro/hydroxyl groups in KOH solution</td>
</tr>

<tr>
<td>
<b>",,0,0,1,1,0,0,0,"</b> in this work, using folic acid as a carbon/nitrogen precursor and zn(no3)(2)center dot 6h(2)o as the template, largely nitrogenated (12.4%) and highly porous carbon material has been produced by a synchronous template carbonization and nitridation approach. more importantly, two effective redox..."
111,N/A,"</b>
An EQCM study for a novel aromatic poly(amine-imide) electrochromic thin
film</td>
</tr>

<tr>
<td>
<b>","</b> Yen, TL ; Lo, HC ; Liou, GS ; Ho, KC </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,0,0,0,0,"</b> a new aromatic poly(amine-imide) electrochromic thin film synthesized with n,n-bis(4-aminophenyl)-n',n'-diphenyl-1,4-phenylenediamine and 3,3',4,4'-benzo-phenonetetra carboxylic dianhydride, abbreviated as poly(pd-bcd), was studied. the poly(pd-bcd) thin-film electrode has been characterized by..."
112,N/A,"</b>
EFFECT OF VITAMIN E DEFICIENCY ON UBIQUINONE LEVELS IN RAT AND RABBIT
LIVER.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
113,N/A,"</b>
A bi-layer orientated and functionalized graphene-based composite
coating with unique hydrogen gas barrier and long-term anti-corrosion
performance</td>
</tr>

<tr>
<td>
<b>","</b> Yuan, SC ; Sun, Y ; Cong, C ; Liu, YR ; Lin, D ; Pei, LC ; Zhu, YJ ; Wang, HY </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,1,0,0,0,"</b> conventional hydrogen gas barrier composite coatings were facing low corrosion resistance and adhesion level issues, both of which could lead to high risks of hydrogen-related equipment failure. herein, a unique bi-layer composite coating consisting of primer thermoplastic polyurethane (tpu) la..."
114,N/A,"</b>
Body-decorating products: Ingredients of permanent and temporary tattoos
from analytical and european regulatory perspectives</td>
</tr>

<tr>
<td>
<b>","</b> Rubio, L ; Guerra, E ; Garcia-Jares, C ; Lores, M </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,1,0,0,0,"</b> this review summarizes the current regulatory status of tattoos in all their versions in the european union framework, as well as the analytical approaches developed so far to control the safety of this type of products. publications from the last two decades (2000-2019) have been reviewed in w..."
115,N/A,文献 #115,,0,0,0,0,0,0,0,
116,N/A,"</b>
Toxicity of 6PPD-quinone in European seabass (Dicentrarchus labrax)
under baseline and Vibrio alginolyticus challenge conditions: Protective
insights from astaxanthin mitigation.</td>
</tr>

<tr>
<td>
<b>","</b> Gamil, Mohamed Reyad; Abu-Elala, Nermeen M; Abo-Al-Ela, Haitham G</td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,1,0,0,0,"</b> 6ppd-quinone, a widespread pollutant from tire wear, exhibits species-specific toxicity in aquatic organisms. this study examines the effects of 6ppd-quinone on european seabass (dicentrarchus labrax) at an environmentally relevant concentration (2.85mug/l, static renewal for five days) under b..."
117,N/A,"</b>
The Effect of Resorcinol on Bovine Spermatozoa Parameters in Vitro</td>
</tr>

<tr>
<td>
<b>","</b> Mass&aacute;nyi, M ; Halo, M ; Strap&aacute;kov&aacute;, L ; Slanina, T ; Ivanic, P ; Strap&aacute;kov&aacute;, E ; Strap&aacute;k, P ; Halo, M ; Gren, A ; Formicki, G ; Mass&aacute;nyi, P </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,0,0,0,0,"</b> the goal of this study was to observe the effect of resorcinol on motility, viability and morphology of bovine spermatozoa. the semen was used from six randomly chosen breeding bulls. ejaculate was diluted by different solutions of resorcinol in 1:40 ratio. samples were divided into 7 groups wi..."
118,N/A,"</b>
Occurrence, fate and chiral signatures of p-phenylenediamines and their
quinones in wastewater treatment plants, China</td>
</tr>

<tr>
<td>
<b>","</b> Wang, JB ; Li, Y ; Nie, CT ; Liu, JX ; Zeng, JJ ; Tian, M ; Chen, ZG ; Huang, MZ ; Lu, Z ; Sun, YX </td> </tr> <tr> <td><span class=""FR_label""><b>",1,1,1,1,0,1,0,"</b> p-phenylenediamines (ppds) and their derived quinones (ppd-qs) are emerging pollutants. information on their occurrence, fate and chiral signatures in the wastewater treatment plant (wwtp) and its receiving waters is scarce. this study explored the distribution, removal efficiency, mass balance..."
119,N/A,"</b>
Structure and Properties of Polyimide Fibers Containing Benzimidazole
and Amide Units</td>
</tr>

<tr>
<td>
<b>","</b> Yin, CQ ; Dong, J ; Zhang, ZX ; Zhang, QH ; Lin, JY </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,0,0,0,0,"</b> co-polyimide (co-pi) fibers with outstanding mechanical properties were fabricated via thermal imidization of polyamic acids, derived from a new design of combining the amide and benzimidazole diamine monomers, 4-amino-n-(4-aminophenyl)benzamide (daba) and 2-(4-aminophenyl)-5-aminobenzimidazole..."
120,N/A,"</b>
Mitochondrial phosphate transport during nutrient stimulation of INS-1E
insulinoma cells</td>
</tr>

<tr>
<td>
<b>","</b> Quan, X ; Das, R ; Xu, S ; Cline, GW ; Wiederkehr, A ; Wollheim, CB ; Park, KS </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,1,0,0,0,"</b> here, we have investigated the role of inorganic phosphate (p-i) transport in mitochondria of rat clonal beta-cells. in a-toxin-permeabilized ins-1e cells, succinate and glycerol-3-phosphate increased mitochondrial atp release which depends on exogenous adp and p-i. in the presence of substrate..."
121,N/A,"</b>
Comparative effects of 6PPD and 6PPD-Quinone at environmentally relevant
concentrations on hepatotoxicity, glucolipid metabolism and ferroptotic
response in adult zebrafish</td>
</tr>

<tr>
<td>
<b>","</b> Wang, Z ; Zhu, MJ ; Hu, Y ; Liu, JX ; Ma, XY ; Zhou, H </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,1,0,0,0,"</b> the antioxidant 6ppd and its oxidized product 6ppd-quinone (6ppdq) have attracted considerable attention due to their various acute toxicities to aquatic organisms. however, the chronic toxicity of two compounds in aquatic animals is still unknown. here, adult zebrafish were exposed to 6ppd and..."
122,N/A,"</b>
In Situ Reinforced Heterocyclic Aramid Fiber with Nanosized Graphene
Whiskers: Small Addition, Big Gains</td>
</tr>

<tr>
<td>
<b>","</b> Xiao, ZH ; Sun, YK ; Li, ZC ; Zheng, FZ ; Zhao, L ; Sun, D ; Zhao, K ; Xu, CG ; Liao, SJ ; Ma, XL ; Wang, XB ; Xu, CM ; Li, YF </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> heterocyclic aramid fibers (hafs) with high strength and high modulus are widely used in the field of impact resistance. however, the weak interaction between molecular chains of hafs seriously hinders the simultaneous improvement of strength and modulus. herein, small addition (0.05 wt%) of na..."
123,N/A,"</b>
Glove permeation of chemicals: The state of the art of current
practice-Part 2. Research emphases on high boiling point compounds and
simulating the donned glove environment</td>
</tr>

<tr>
<td>
<b>","</b> Banaee, S ; Hee, SSQ </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,0,0,0,0,"</b> this second part of the review of the 21st century literature on glove permeation is divided into the following major themes; permeation data and mathematical models, exposure/risk assessment, and manufacturer data. the major issues in the literature were the demonstrations that increasing temp..."
124,N/A,"</b>
Augmented antimicrobial, antioxidant and catalytic activities of green
synthesised silver nanoparticles</td>
</tr>

<tr>
<td>
<b>","</b> Vijayan, R ; Joseph, S ; Mathew, B </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,1,0,0,0,"</b> the eco-friendly synthesis of nanoparticles is an innovative step in the field of nanotechnology. herein, we report a microwave assisted synthesis of silver nanoparticles using the leaf extract of a medicinal plant, orthosiphon aristatus as both reducing and capping agent. formation of orange c..."
125,N/A,文献 #125,,0,0,0,0,0,0,0,
126,N/A,"</b>
Toxicological assessment of tyre-derived compounds: effects of
6PPD-quinone, diphenylguanidine, and mercaptobenzothiazole on
&lt;i&gt;Phaeodactylum tricornutum&lt;/i&gt;</td>
</tr>

<tr>
<td>
<b>","</b> Obanya, HE ; Couceiro, F ; Ford, AT ; Cabada-Blanco, F </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,1,0,0,0,"</b> urban runoff and industrial discharges introduce toxic compounds into marine ecosystems, threatening aquatic life and ecosystem functions. this study aimed to assess the acute toxic effects of three widely occurring tyre-derived contaminants (mercaptobenzothiazole (mbt), diphenylguanidine (dpg)..."
127,N/A,"</b>
Covalent organic framework membranes modified by end-capping monomers
for organic solvent nanofiltration</td>
</tr>

<tr>
<td>
<b>","</b> Wu, SQ ; Qiu, JH ; Wang, JK ; Wang, L ; Tang, CYY </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,1,0,0,0,"</b> covalent organic frameworks (cofs) with excellent solvent stability, high porosity, and well -designed pore size, are competitive candidates for organic solvent nanofiltration (osn). to manipulate their structures, presynthetic and post -synthetic modifications are commonly used. nevertheless, ..."
128,N/A,"</b>
Occupational mimics of rheumatoid arthritis: hair dye-induced arthritis</td>
</tr>

<tr>
<td>
<b>","</b> Pelechas, E ; Voulgari, PV ; Drosos, AA </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,</b> hair dye (hd) and its component para-phenylenediamine (ppd) are commonly used to enhance beauty and youth. hd is associated with allergic contact reactions and the development of autoimmune phenomena. a 28-year-old woman presented to us complaining of pain and swelling affecting the small joint...
129,N/A,"</b>
State-of-the-Art and New Options to Assess T Cell Activation by Skin
Sensitizers: Cosmetics Europe Workshop</td>
</tr>

<tr>
<td>
<b>","</b> van Vliet, E ; K&uuml;hnl, J ; Goebel, C ; Martinozzi-Teissier, S ; Al&eacute;p&eacute;e, N ; Ashikaga, T ; Bl&ouml;meke, B ; Del Bufalo, A ; Cluzel, M ; Corsini, E ; Delrue, N ; Desprez, B ; Gellatly, N ; Giese, C ; Gribaldo, L ; Hoffmann, S ; Klaric, M ; Maillere, B ; Naisbitt, D ; Pallardy, M ; Vocanson, M ; Petersohn, D </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,1,0,0,0,"</b> significant progress has been made in the development and validation of non-animal test methods for skin sensitization assessment. at present, three of the four key events of the adverse outcome pathway (aop) are assessable by oecd-accepted in vitro methods. the fourth key event describes the i..."
130,N/A,"</b>
Regular exercise increases H2S levels in mitochondria and cardiac
tissue, enhances genes expression of H2S-synthesizing enzymes and
prevents mitochondrial swelling</td>
</tr>

<tr>
<td>
<b>","</b> Luchkova, AY ; Mys, LA ; Strutynska, NA ; Sagach, VF </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,0,0,0,0,
131,N/A,"</b>
AKT2 reduces IFNβ1 production to modulate antiviral responses and
systemic lupus erythematosus</td>
</tr>

<tr>
<td>
<b>","</b> Zheng, X ; Xiao, J ; Jiang, Q ; Zheng, LM ; Liu, C ; Dong, C ; Zheng, YX ; Ni, PL ; Zhang, C ; Zhang, F ; Zhong, RY ; Ding, HH ; Wang, Q ; Qiu, Y ; Gao, MX ; Ding, JP ; Shen, N ; Wei, B ; Wang, HY </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,1,0,0,0,"</b> interferon regulatory factor 3 (irf3)-induced type i interferon (i-ifn) production plays key roles in both antiviral and autoimmune responses. irf3 phosphorylation, dimerization, and nuclear localization are needed for its activation and function, but the precise regulatory mechanisms remain to..."
132,N/A,"</b>
Structural, spectroscopic and thermal characterizations combined with
DFT calculations and Hirshfeld analysis of a novel hydrogen-bonded
complex: p-phenylenediammonium dinitrate</td>
</tr>

<tr>
<td>
<b>","</b> Berrah, F ; Boursas, F ; Bouacida, S ; Ouannassi, F </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,"</b> the compound p-phenylenediammonium dinitrate (ppdn) has been synthesized and its structure characterized by ft-ir, raman and single crystal xrd techniques. thermal behavior of this compound has been studied by tga/dsc analysis. the three-dimensional framework observed in the ppdn structure is m..."
133,N/A,"</b>
Enhanced performance of ultracapacitors using redox additive-based
electrolytes</td>
</tr>

<tr>
<td>
<b>","</b> Jain, D ; Kanungo, J ; Tripathi, SK </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,1,0,0,0,0,</b> different concentrations of potassium iodide (ki) as redox additive had been added to 1 m sulfuric acid (h2so4) electrolyte with an aim of enhancing the capacitance and energy density of ultracapacitors via redox reactions at the interfaces of electrode-electrolyte. ultracapacitors were fabrica...
134,N/A,"</b>
Effect of preparation method on structural, morphological, optical
properties and photocatalytic activities of visible light active
semiconductor PbBi&lt;sub&gt;2&lt;/sub&gt;Nb&lt;sub&gt;2&lt;/sub&gt;O&lt;sub&gt;9&lt;/sub&gt; for various
organic pollutant dyes</td>
</tr>

<tr>
<td>
<b>","</b> Sankar, KV ; Ashok, M </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,1,1,0,0,0,"</b> a visible light active double layered aurivillius phase, stable and high efficient semiconductor pbbi2nb2o9 [pbn] samples were prepared by different methods such as solid-state reaction method (ssr), modified sol-gel process (sg). also we have investigated the structural, morphological and opti..."
135,N/A,"</b>
Systematic toxicological analysis by spectrophotometric methods. II.
Alkaloidal poisons.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
136,N/A,文献 #136,,0,0,0,0,0,0,0,
137,N/A,"</b>
Serial copper and ceruloplasmin levels in African newborns with emphasis
on the sick and stable preterm infant, and their antioxidant capacities.</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,"</b> literature on serum copper (cu) and its antioxidant protein (ceruloplasmin) in the african newborn is infrequent, and more reports are evident from developed or affluent societies. we, therefore, studied longitudinally our newborns to delineate their cu and ceruloplasmin (clp) status. all infan..."
138,N/A,文献 #138,,0,0,0,0,0,0,0,
139,N/A,"</b>
The probable involvement of soluble and deposited melanins, their
intermediates and the reactive oxygen side-products in human diseases
and aging</td>
</tr>

<tr>
<td>
<b>",,1,1,1,1,0,0,0,"</b> the plasma soluble melanins (psm) form spontaneously in vitro and in vivo and their formation involves oxidative polymerization and copolymerization of dopa, catecholaniines, homogentisic acid, 3-hydroxyanthranilic acid, p-aminophenol, p-phenylenediamine, and other end(ex)ogenous ortho and para..."
140,N/A,"</b>
Paraphenylenediamine modified graphene oxide for enhancement protection
performance of epoxy coating on Q235 steel</td>
</tr>

<tr>
<td>
<b>","</b> Chen, J ; Li, X ; Bi, JX ; Huo, DX ; Liu, J ; Zhan, CZ ; Nan, D </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> among the array of strategies deployed to combat corrosion, coating protection stands out as a method both simple and cost-effective. in this paper, paraphenylenediamine (ppda) was used to modify graphene oxide (go) to obtain a nano-filler with excellent dispersibility and barrier properties. i..."
141,N/A,"</b>
&lt;i&gt;para&lt;/i&gt;-Phenylenediamine-induced autophagy in human uroepithelial
cell line mediated mutant p53 and activation of ERK signaling pathway</td>
</tr>

<tr>
<td>
<b>","</b> Huang, YC ; Hung, WC ; Chye, SM ; Chen, WT ; Chai, CY </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,0,0,0,0,"</b> para-phenylenediamine (p-pd) is a major aromatic amine that is a widely used commercial oxidative-type hair dye. some epidemiologic studies have suggested that the use of p-pd-based hair dyes might be related to increased risk of human malignant tumors including bladder cancer. however, the eff..."
142,N/A,"</b>
Palladium Nanoparticles on Chitosan-Coated Superparamagnetic Manganese
Ferrite: A Biocompatible Heterogeneous Catalyst for Nitroarene Reduction
and Allyl Carbamate Deprotection</td>
</tr>

<tr>
<td>
<b>","</b> Ebadi, M ; Asikin-Mijan, N ; Jamil, MSM ; Iqbal, A ; Yousif, E ; Zain, ARM ; Aziz, THT ; Yusop, MR </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,1,0,0,0,"</b> although metallic nanocatalysts such as palladium nanoparticles (pd nps) are known to possess higher catalytic activity due to their large surface-to-volume ratio, however, in nanosize greatly reducing their activity due to aggregation. to overcome this challenge, superparamagnetic chitosan-coa..."
143,N/A,"</b>
Fabricating dual redox electrolyte to achieve ultrahigh specific
capacitance and reasonable Coulombic efficiency for biomass activated
carbon</td>
</tr>

<tr>
<td>
<b>",,0,0,1,1,0,0,0,"</b> adding redox mediators in an aqueous electrolyte is one of effective methods to enhance the energy storage capacity of biomass activated carbon, however, the coulombic efficiency is dissatisfied to meet the applied demand. in this paper, we propose the challenge can be met by designing adjustab..."
144,N/A,"</b>
Personal use of hair dyes and risk of leukemia: a systematic literature
review and meta-analysis</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,"</b> the objective of this study was to examine the association between personal use of hair dyes and the risk of leukemia. we conducted a systematic literature review of epidemiology studies reporting leukemia-specific cancer risks among hair dye users, and estimated the meta-relative risk (meta-rr..."
145,N/A,"</b>
Determination of 2,5-toluylenediamine (2,5-TDA) and aromatic amines in
urine after personal application of hair dyes: kinetics and doses</td>
</tr>

<tr>
<td>
<b>","</b> Schettgen, T ; Heinrich, K ; Kraus, T ; Gube, M </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,1,0,0,0,</b> the personal use of hair dye products is currently under discussion due to the potentially increased risk of bladder cancer among long-time users described in epidemiological literature. in order to investigate the dermal absorption of aromatic diamines as well as aromatic amines possibly prese...
146,N/A,"</b>
Nanotailoring of thermoplastic polyurethane by amine functionalized
graphene oxide: Effect of different amine modifier on final properties</td>
</tr>

<tr>
<td>
<b>","</b> Bera, M ; Prabhakar, A ; Maji, PK </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,"</b> thermo-mechanical properties of amine functionalized graphene oxides filled polyurethane (pu) nanocomposites have been investigated in this work. graphene oxide (go) was functionalized with p-phenylenediamine (ppd), hexamethylene diamine (hmd) and liquid nh3 separately to check the interaction ..."
147,N/A,"</b>
Calcium binding by fulvic acids studied by an ion selective electrode an
ultrafiltration method.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,</b> the interaction between ca(2+) and two well-characterized fulvic acids (armadale and laurentide fa) has been studied at 0.100 and 0.010m sodium nitrate using a fixed concentration of fulvic acid (100 ppm) and varying amounts of calcium (0.005-0.020 mmoles). free calcium concentration was determ...
148,N/A,文献 #148,,0,0,0,0,0,0,0,
149,N/A,"</b>
Electrosynthesis of hierarchical Cu&lt;sub&gt;2&lt;/sub&gt;O-Cu(OH)&lt;sub&gt;2&lt;/sub&gt;
nanodendrites supported on carbon
nanofibers/poly(&lt;i&gt;para&lt;/i&gt;-phenylenediamine) nanocomposite as
high-efficiency catalysts for methanol electrooxidation</td>
</tr>

<tr>
<td>
<b>","</b> Halim, E ; Perrot, H ; Sel, O ; Debiemme-Chouvy, C ; Lafdi, K ; El Rhazi, M </td> </tr> <tr> <td><span class=""FR_label""><b>",1,1,1,0,0,0,0,"</b> the development of highly efficient catalysts using inexpensive and earth-abundant metals is a crucial factor in a large-scale commercialization of direct methanol fuel cells (dmfcs). in this study, we explored a new catalyst based on copper nanodendrites (cunds) supported on carbon nanofibers/..."
150,N/A,"</b>
Induction of multidrug resistance gene expression during cholestasis in
rats and nonhuman primates.</td>
</tr>

<tr>
<td>
<b>","</b> Schrenk, D; Gant, T W; Preisegger, K H; Silverman, J A; Marino, P A; Thorgeirsson, S S</td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,1,1,0,0,0,"</b> p-glycoprotein, an energy-dependent plasma membrane drug-efflux pump capable of reducing the intracellular concentration of a variety of hydrophobic xenobiotics, is encoded by mdr1, a member of the multidrug-resistant (mdr) gene family. the physiological function of this protein is unknown. bec..."
151,N/A,"</b>
Towards the rational design of
&lt;i&gt;N&lt;/i&gt;-(1,3-dimethylbutyl)-&lt;i&gt;N&lt;/i&gt;&prime;-phenyl-1,4-benzenediamine (6PPD)
electrochemical sensor</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,"</b> n-(1,3-dimethylbutyl)-n '-phenyl-1,4-benzenediamine (6ppd) is a common additive in tires. 6ppd protects rubber from oxidative damage by ozone. leaching of 6ppd in the environment leads to the formation of harmful byproducts such as 6ppd quinone. in this work we provide the fundamental basis for..."
